id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1080127053045714946,1080127053045714946,2019-01-01 09:42:11 CST,2019-01-01,09:42:11,-0500,120791750,tuneyjohn,Tuney John,,"Wish u all a sirappana tharamana year 2019, Happy New year :)#PettaPoster https://t.co/a9EYMPpYhA",en,[],[],['https://pbs.twimg.com/media/Dv1h0HwVsAI77VG.jpg'],14,159,1154,['pettaposter'],[],https://twitter.com/tuneyjohn/status/1080127053045714946,,,1,https://pbs.twimg.com/media/Dv1h0HwVsAI77VG.jpg,Chennai,,,,,,"{'user_id': None, 'username': None}",,,,
1080169236578762753,1080169236578762753,2019-01-01 12:29:49 CST,2019-01-01,12:29:49,-0500,569033845,akumar347,Ajith kumar,,"We r gonna celebrate petta the old school way . 

@Rajnikanth
@karthiksubbaraj thank you Anna ☺
#Rajnified
#ThalaivarFansforLife
#VintageThalaivarisBack https://t.co/FcfZBGDNF7",en,"['rajnikanth', 'karthiksubbaraj']",[],"['https://pbs.twimg.com/media/Dv2IFV4V4AApmSz.jpg', 'https://pbs.twimg.com/media/Dv2IHOyUYAAeTpK.jpg', 'https://pbs.twimg.com/media/Dv2IIxbVsAA165U.jpg', 'https://pbs.twimg.com/media/Dv2IK0dU8AARivD.jpg']",8,108,579,"['rajnified', 'thalaivarfansforlife', 'vintagethalaivarisback']",[],https://twitter.com/akumar347/status/1080169236578762753,,,1,https://pbs.twimg.com/media/Dv2IFV4V4AApmSz.jpg,Chennai,,,,,,"{'user_id': None, 'username': None}",,,,
1080049558095257600,1080049558095257600,2019-01-01 04:34:15 CST,2019-01-01,04:34:15,-0500,569033845,akumar347,Ajith kumar,,"Vintage celebration on the way . 
Petta celebration on its way !☺

#Kaali
#celebration #Petta 
#PettaParrak 
@jeeva_actor @sunpictures @RohiniSilverScr https://t.co/mqbfcYTKQU",en,"['jeeva_actor', 'sunpictures', 'rohinisilverscr']",[],"['https://pbs.twimg.com/media/Dv0bUetVYAEuFhQ.jpg', 'https://pbs.twimg.com/media/Dv0bVFeVAAAQAhb.jpg', 'https://pbs.twimg.com/media/Dv0bVr3U0AAd1US.jpg']",2,93,423,"['kaali', 'celebration', 'petta', 'pettaparrak']",[],https://twitter.com/akumar347/status/1080049558095257600,,,1,https://pbs.twimg.com/media/Dv0bUetVYAEuFhQ.jpg,Chennai,,,,,,"{'user_id': None, 'username': None}",,,,
1080095748501336065,1080095748501336065,2019-01-01 07:37:48 CST,2019-01-01,07:37:48,-0500,1042860094390657024,hashtagoffl,Hashtag,,"Here you go! Our first Collection ""Always Thala"" tees fan's tribute tees to make Our Thala's Viswasam as an festival Blockbuster 😎DM for Bulk Booking and Fansclub Booking and also for Discounts. Do Share &amp; Support
#Viswasam #ThalaAjith #ViswasamThiruvizha https://t.co/x4XroURCvA https://t.co/0NZTSfzEUG",en,[],['https://www.instagram.com/p/BsF7mKbFk7R/?utm_source=ig_share_sheet&igshid=6qcwxhlewefi'],['https://pbs.twimg.com/media/Dv1FWMeUwAAMwNP.jpg'],1,20,46,"['viswasam', 'thalaajith', 'viswasamthiruvizha']",[],https://twitter.com/hashtagoffl/status/1080095748501336065,,,1,https://pbs.twimg.com/media/Dv1FWMeUwAAMwNP.jpg,Chennai,,,,,,"{'user_id': None, 'username': None}",,,,
1080150857138630656,1080150857138630656,2019-01-01 11:16:47 CST,2019-01-01,11:16:47,-0500,304398273,actorviji,Viji Bhairavi Chandrasekhar,,"Great feel to receive this V4 'MGR &amp;SHIVAJI GANESAN' AWARD  from Karthi ,Vikram Prabhu and Jayam rav on JAN https://t.co/J5jrM3Darw character actor ""orunallanaal paathu solren.""good begining 2019..God's blessings. https://t.co/IHzJs60CSG",en,[],['http://1st.best'],['https://pbs.twimg.com/media/Dv13eqJU0AYqSCv.jpg'],13,15,349,[],[],https://twitter.com/ActorViji/status/1080150857138630656,,,1,https://pbs.twimg.com/media/Dv13eqJU0AYqSCv.jpg,Chennai,,,,,,"{'user_id': None, 'username': None}",,,,
1080007089441755136,1080007089441755136,2019-01-01 01:45:30 CST,2019-01-01,01:45:30,-0500,3249869604,ranjithselvara2,Ranjith Selvaraj,,Here we go #Suriya37Title @Suriya_offl Anna's and @anavenkat sir's #Suriya37 #Suriya37TitleOnNewYear 🎊🤗 #Kaappaan  😍😎 bangam Saar... 😍👊 #waitingformovie 🤗💪😊 and wishing #HappyNewYear2019 https://t.co/98t5enippw,en,"['suriya_offl', 'anavenkat']",[],"['https://pbs.twimg.com/media/Dvz0qWsVAAAMbOL.jpg', 'https://pbs.twimg.com/media/Dvz0rodVsAEspyj.jpg', 'https://pbs.twimg.com/media/Dvz0tdmUcAE9W0M.jpg']",0,19,45,"['suriya37title', 'suriya37', 'suriya37titleonnewyear', 'kaappaan', 'waitingformovie', 'happynewyear2019']",[],https://twitter.com/ranjithselvara2/status/1080007089441755136,,,1,https://pbs.twimg.com/media/Dvz0qWsVAAAMbOL.jpg,Chennai,,,,,,"{'user_id': None, 'username': None}",,,,
1080137243673546752,1080137243673546752,2019-01-01 10:22:41 CST,2019-01-01,10:22:41,-0500,336340566,kkprabu,PRABU KK,,"Taken my 11yr daughter to #Kanaa today with my wife &amp; bro family. @Arunrajakamaraj U teached a lesson to her.@Siva_Kartikeyan Made us to see such a meaningful episode on 1st day of 2019. @aishu_dil Nobody can't be Koushi other than U &amp; reflected a perfect village girl
#motivated https://t.co/TTieiTdpUt",en,"['arunrajakamaraj', 'siva_kartikeyan', 'aishu_dil']",[],['https://pbs.twimg.com/media/Dv1rFVdUUAAuDtW.jpg'],2,38,477,"['kanaa', 'motivated']",[],https://twitter.com/kkprabu/status/1080137243673546752,,,1,https://pbs.twimg.com/media/Dv1rFVdUUAAuDtW.jpg,Chennai,,,,,,"{'user_id': None, 'username': None}",,,,
1079994483528261632,1079994483528261632,2019-01-01 00:55:24 CST,2019-01-01,00:55:24,-0500,186054339,manobalam,Manobala,,Council members met isaignani https://t.co/R9a4RxcWdu,en,[],[],['https://pbs.twimg.com/media/DvzpPqTUUAAB3jM.jpg'],5,8,286,[],[],https://twitter.com/manobalam/status/1079994483528261632,,,1,https://pbs.twimg.com/media/DvzpPqTUUAAB3jM.jpg,Chennai,,,,,,"{'user_id': None, 'username': None}",,,,
1080036063253389312,1080036063253389312,2019-01-01 03:40:38 CST,2019-01-01,03:40:38,-0500,3434819773,bstandblues,B Stand Blues,,"THE MOMENT WE'VE BEEN WAITING FOR IS HERE!

Our hometown hero is going no-where. He's staying put &amp; he'll be back to protect our backline.

DG SIGNS ON UNTIL 2022. Happy new year everyone! 🏆💙✨

#NammaPayanStays #DG2022 #ChennaiyinFC #BlueMarines https://t.co/oTkgOBRKd3",en,[],[],['https://pbs.twimg.com/media/Dv0PEJ_UYAExJ88.jpg'],0,13,84,"['nammapayanstays', 'dg2022', 'chennaiyinfc', 'bluemarines']",[],https://twitter.com/bstandblues/status/1080036063253389312,,,1,https://pbs.twimg.com/media/Dv0PEJ_UYAExJ88.jpg,Chennai,,,,,,"{'user_id': None, 'username': None}",,,,
1080162528955518976,1080162528955518976,2019-01-01 12:03:10 CST,2019-01-01,12:03:10,-0500,102268884,rameshlaus,Ramesh Bala,,"Congrats @AthulyaOfficial for reaching 100k followers on Twitter 😍 Entering into 2019 with full of positive vibes

 #100KLovesForAthulya https://t.co/Q7Tc6WOlzQ",en,['athulyaofficial'],[],['https://pbs.twimg.com/media/Dv2CF09UwAABSaG.jpg'],2,42,425,['100klovesforathulya'],[],https://twitter.com/rameshlaus/status/1080162528955518976,,,1,https://pbs.twimg.com/media/Dv2CF09UwAABSaG.jpg,Chennai,,,,,,"{'user_id': None, 'username': None}",,,,
